date,low,high,last,weighted_avg,id_full,buy_volume,sell_volume,total_volume
2024-12-27 00:00:00,29.95,30.0,30.0,29.99,25.74,5.0,0.0,2.5
2024-12-27 01:00:00,28.98,29.0,29.0,29.0,25.3,2.3,0.1,1.2
2024-12-27 02:00:00,28.98,29.0,29.0,29.0,25.31,2.1,0.1,1.1
2024-12-27 03:00:00,28.0,28.0,28.0,28.0,28.0,12.0,0.0,6.0
2024-12-27 04:00:00,26.0,26.0,26.0,26.0,19.36,5.0,0.0,2.5
2024-12-27 05:00:00,34.0,40.0,40.0,37.07,29.35,8.2,0.0,4.1
2024-12-27 06:00:00,45.0,45.0,45.0,45.0,31.52,6.1,0.0,3.1
2024-12-27 07:00:00,39.0,39.0,39.0,39.0,34.07,3.0,0.0,1.5
2024-12-27 08:00:00,53.0,53.0,53.0,53.0,36.63,1.4,0.0,0.7
2024-12-27 09:00:00,0.0,0.0,0.0,0.0,36.67,0.0,0.0,0.0
2024-12-27 10:00:00,0.0,0.0,0.0,0.0,36.99,0.0,0.0,0.0
2024-12-27 11:00:00,0.0,0.0,0.0,0.0,37.05,0.0,0.0,0.0
2024-12-27 12:00:00,0.0,0.0,0.0,0.0,37.08,0.0,0.0,0.0
2024-12-27 13:00:00,0.0,0.0,0.0,0.0,37.22,0.0,0.0,0.0
2024-12-27 14:00:00,0.0,0.0,0.0,0.0,37.44,0.0,0.0,0.0
2024-12-27 15:00:00,0.0,0.0,0.0,0.0,37.67,0.0,0.0,0.0
2024-12-27 16:00:00,0.0,0.0,0.0,0.0,37.83,0.0,0.0,0.0
2024-12-27 17:00:00,0.0,0.0,0.0,0.0,37.95,0.0,0.0,0.0
2024-12-27 18:00:00,0.0,0.0,0.0,0.0,36.13,0.0,0.0,0.0
2024-12-27 19:00:00,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0
2024-12-27 20:00:00,0.0,0.0,0.0,0.0,33.39,0.0,0.0,0.0
2024-12-27 21:00:00,0.0,0.0,0.0,0.0,31.59,0.0,0.0,0.0
2024-12-27 22:00:00,35.0,35.0,35.0,35.0,31.06,1.0,0.0,0.5
2024-12-27 23:00:00,43.95,44.0,43.95,43.98,29.07,3.0,0.0,1.5
2024-12-28 00:00:00,0.0,0.0,0.0,0.0,29.16,0.0,0.0,0.0
2024-12-28 01:00:00,0.0,0.0,0.0,0.0,26.78,0.0,0.0,0.0
2024-12-28 02:00:00,26.95,29.0,29.0,27.59,27.59,7.5,7.5,7.5
2024-12-28 03:00:00,27.95,29.0,28.9,28.46,23.66,2.0,2.0,2.0
2024-12-28 04:00:00,26.99,29.0,29.0,28.23,28.23,20.2,20.2,20.2
2024-12-28 05:00:00,26.98,29.0,29.0,28.24,28.24,18.6,18.6,18.6
2024-12-28 06:00:00,26.98,30.0,30.0,28.2,28.2,14.5,12.5,13.5
2024-12-28 07:00:00,31.0,31.0,31.0,31.0,26.77,1.0,0.0,0.5
2024-12-28 08:00:00,34.95,34.95,34.95,34.95,29.68,0.4,0.0,0.2
