date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-12-29 00:00:00,114.01,127.51,114.12,121.26,121.26,120.73,364.9,456.8,410.9
2024-12-29 01:00:00,109.53,117.03,113.41,113.50,113.50,113.36,395.4,358.0,376.7
2024-12-29 02:00:00,100.20,110.63,100.50,106.82,106.82,105.96,346.3,309.9,328.1
2024-12-29 03:00:00,91.74,106.05,98.81,98.55,98.55,97.65,558.2,833.1,695.7
2024-12-29 04:00:00,88.31,99.07,92.88,92.28,92.28,91.91,165.3,232.0,198.7
2024-12-29 05:00:00,83.82,99.95,89.00,91.99,91.99,89.75,376.7,288.6,332.7
2024-12-29 06:00:00,62.31,101.70,101.68,83.77,83.77,94.22,446.4,223.9,335.2
2024-12-29 07:00:00,52.70,116.99,116.01,82.72,82.72,105.30,1099.5,525.2,812.4
2024-12-29 08:00:00,48.76,99.35,60.10,69.52,69.52,88.44,1163.4,341.7,752.6
2024-12-29 09:00:00,37.54,114.48,81.93,69.19,69.19,92.51,1660.8,732.7,1196.8
2024-12-29 10:00:00,16.26,65.90,34.00,35.96,35.96,47.44,2087.3,957.8,1522.6
2024-12-29 11:00:00,5.12,36.03,5.17,15.71,15.71,11.44,1880.0,496.7,1188.4
2024-12-29 12:00:00,8.58,29.90,22.00,19.61,19.61,15.91,1831.6,600.3,1216.0
2024-12-29 13:00:00,19.06,29.00,29.00,24.51,24.51,24.95,1655.1,457.2,1056.2
2024-12-29 14:00:00,20.01,74.15,30.09,24.78,24.78,28.58,1859.2,596.4,1227.8
2024-12-29 15:00:00,18.11,68.52,29.37,25.39,25.39,28.68,1876.1,735.2,1305.7
2024-12-29 16:00:00,20.10,29.90,29.90,25.80,25.80,27.46,1591.7,416.7,1004.2
2024-12-29 17:00:00,21.26,35.53,34.24,25.20,25.20,32.22,1525.2,431.5,978.4
2024-12-29 18:00:00,15.93,28.00,25.83,20.37,20.37,25.30,1822.4,509.2,1165.8
2024-12-29 19:00:00,8.07,83.70,17.02,16.41,16.41,14.17,2016.9,556.1,1286.5
2024-12-29 20:00:00,5.95,75.49,6.00,13.98,13.98,10.46,1881.6,405.1,1143.4
2024-12-29 21:00:00,-14.42,26.66,-5.00,11.68,11.68,2.78,2065.9,591.0,1328.5
2024-12-29 22:00:00,-14.00,17.15,-14.00,8.90,8.90,-1.23,1882.5,447.0,1164.8
2024-12-29 23:00:00,-54.80,13.25,-17.00,-1.73,-1.73,-16.44,2164.8,572.8,1368.8
2024-12-30 00:00:00,-30.00,4.02,-30.00,-3.89,-3.89,-12.58,1975.9,225.3,1100.6
2024-12-30 01:00:00,-20.00,15.16,5.00,3.28,3.28,-5.64,2427.5,424.8,1426.2
2024-12-30 02:00:00,-15.71,26.99,20.01,6.42,6.42,7.50,2219.5,317.4,1268.5
2024-12-30 03:00:00,-12.00,24.49,11.91,8.75,8.75,14.53,2333.0,299.6,1316.3
2024-12-30 04:00:00,7.22,26.87,20.00,14.21,14.21,20.02,2745.5,694.9,1720.2
2024-12-30 05:00:00,6.45,20.92,14.00,11.07,11.07,12.75,2028.6,131.6,1080.1
2024-12-30 06:00:00,9.80,41.18,16.59,19.27,19.27,15.54,2138.2,206.9,1172.6
2024-12-30 07:00:00,10.05,42.98,31.40,24.45,24.45,20.12,2155.9,267.0,1211.5
2024-12-30 08:00:00,24.73,77.87,36.53,31.91,31.91,32.41,2220.1,342.6,1281.4
2024-12-30 09:00:00,18.00,38.13,29.00,29.80,29.80,30.25,2544.4,781.2,1662.8
2024-12-30 10:00:00,22.91,45.93,24.32,31.42,31.42,27.75,2108.5,640.9,1374.7
2024-12-30 11:00:00,23.10,39.14,39.14,31.29,31.29,28.07,2163.6,616.0,1389.8
2024-12-30 12:00:00,25.80,46.10,41.45,31.83,31.83,37.50,2234.2,440.2,1337.2
2024-12-30 13:00:00,22.31,56.47,40.00,33.11,33.11,48.59,2406.7,599.7,1503.2
2024-12-30 14:00:00,25.71,50.66,50.50,33.85,33.85,46.11,2460.6,589.1,1524.9
2024-12-30 15:00:00,30.43,54.48,49.98,37.43,37.43,50.42,2516.8,551.5,1534.2
2024-12-30 16:00:00,32.40,54.90,50.00,38.41,38.41,48.98,2520.7,533.0,1526.9
2024-12-30 17:00:00,30.06,55.00,39.10,38.78,38.78,48.91,2515.9,397.1,1456.5
2024-12-30 18:00:00,29.07,69.11,34.65,35.66,35.66,42.19,2395.5,351.5,1373.5
2024-12-30 19:00:00,23.56,42.14,32.28,30.52,30.52,30.99,2457.8,411.0,1434.4
2024-12-30 20:00:00,19.07,34.00,29.54,26.60,26.60,30.64,2115.0,251.1,1183.1
2024-12-30 21:00:00,12.00,35.90,35.88,26.46,26.46,32.96,2511.2,740.4,1625.8
2024-12-30 22:00:00,8.14,30.98,25.60,21.33,21.33,25.48,1861.3,511.7,1186.5
2024-12-30 23:00:00,12.69,48.46,33.00,26.22,26.22,26.90,1581.1,309.1,945.1
2024-12-31 00:00:00,22.81,58.85,43.00,36.63,36.63,37.18,2152.8,149.7,1151.3
2024-12-31 01:00:00,18.95,48.67,27.50,34.83,34.83,34.83,1803.4,545.1,1174.3
2024-12-31 02:00:00,-7.52,57.53,13.00,31.11,31.11,21.40,1756.3,877.8,1317.1
2024-12-31 03:00:00,2.00,43.14,3.00,18.33,18.33,6.77,1332.8,611.9,972.4
2024-12-31 04:00:00,4.99,27.00,11.45,19.86,19.86,11.25,1346.2,260.9,803.6
2024-12-31 05:00:00,7.09,34.31,8.00,19.25,19.25,13.33,1551.5,392.4,972.0
2024-12-31 06:00:00,4.23,39.26,24.28,20.74,20.74,18.09,1707.7,510.3,1109.0
2024-12-31 07:00:00,0.26,52.98,13.00,24.90,24.90,12.66,1864.6,475.9,1170.3
2024-12-31 08:00:00,24.91,74.10,45.98,47.79,47.79,31.38,2187.5,370.8,1279.2
2024-12-31 09:00:00,33.00,79.20,40.00,59.99,59.99,49.53,2324.1,765.5,1544.8
2024-12-31 10:00:00,24.70,47.02,24.70,36.13,36.13,31.47,2114.5,685.3,1399.9
2024-12-31 11:00:00,25.21,60.97,38.00,33.51,33.51,33.37,2268.6,719.8,1494.2
2024-12-31 12:00:00,25.14,59.52,34.45,31.89,31.89,39.03,1949.8,163.0,1056.4
2024-12-31 13:00:00,28.12,48.68,41.46,32.52,32.52,42.12,2026.5,231.1,1128.8
2024-12-31 14:00:00,11.99,48.94,37.33,21.06,21.06,36.57,2325.1,371.6,1348.4
2024-12-31 15:00:00,12.11,38.99,38.10,17.99,17.99,34.70,2011.6,280.6,1146.1
2024-12-31 16:00:00,14.68,48.72,48.72,22.01,22.01,42.47,2233.4,323.0,1278.2
2024-12-31 17:00:00,16.99,59.00,59.00,24.73,24.73,47.65,2326.0,343.8,1334.9
2024-12-31 18:00:00,22.10,78.01,51.10,32.93,32.93,60.69,2677.9,603.1,1640.5
2024-12-31 19:00:00,20.33,66.52,28.11,27.83,27.83,46.25,2122.9,234.4,1178.7
2024-12-31 20:00:00,5.02,36.00,23.34,16.55,16.55,23.95,1816.3,376.7,1096.5
