date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-11-13 00:00:00,104.99,119.14,117.77,114.74,114.74,113.00,129.7,103.7,116.7
2024-11-13 01:00:00,102.10,117.33,102.10,113.07,113.07,113.30,108.7,141.8,125.3
2024-11-13 02:00:00,102.63,113.32,102.63,106.71,106.71,105.55,153.7,194.1,173.9
2024-11-13 03:00:00,100.60,112.90,104.42,105.73,105.73,104.23,305.0,324.5,314.8
2024-11-13 04:00:00,100.73,124.34,103.92,105.87,105.87,103.84,190.4,195.4,192.9
2024-11-13 05:00:00,92.50,124.95,102.00,108.73,108.73,104.02,288.5,338.5,313.5
2024-11-13 06:00:00,110.13,151.72,132.75,121.50,121.50,116.79,289.7,296.2,293.0
2024-11-13 07:00:00,144.53,173.06,161.77,156.28,156.28,152.27,614.8,457.1,536.0
2024-11-13 08:00:00,164.11,233.01,170.13,195.36,195.36,187.64,857.2,517.1,687.2
2024-11-13 09:00:00,153.32,239.05,165.00,183.86,183.86,169.32,1269.4,768.8,1019.1
2024-11-13 10:00:00,145.00,214.16,154.92,163.14,163.14,150.58,1194.7,672.3,933.5
2024-11-13 11:00:00,126.00,181.61,135.00,149.67,149.67,141.03,777.5,520.4,649.0
2024-11-13 12:00:00,127.52,175.12,152.30,142.86,142.86,138.41,950.7,919.0,934.9
2024-11-13 13:00:00,125.53,171.09,153.89,141.29,141.29,137.16,810.5,901.7,856.1
2024-11-13 14:00:00,124.31,168.51,153.00,140.67,140.67,138.65,887.2,1075.8,981.5
2024-11-13 15:00:00,124.03,175.20,126.26,145.66,145.66,145.25,694.7,931.9,813.3
2024-11-13 16:00:00,126.98,181.41,126.98,147.08,147.08,142.72,932.1,719.0,825.6
2024-11-13 17:00:00,103.05,181.18,109.00,158.98,158.98,151.00,886.2,1113.9,1000.1
2024-11-13 18:00:00,135.29,179.83,170.00,156.51,156.51,153.05,1042.1,789.1,915.6
2024-11-13 19:00:00,126.69,167.89,167.80,146.34,146.34,146.82,947.1,467.4,707.3
2024-11-13 20:00:00,94.09,145.79,144.99,118.51,118.51,130.09,773.5,456.4,615.0
2024-11-13 21:00:00,76.09,133.49,133.49,105.57,105.57,120.55,1197.8,425.3,811.6
2024-11-13 22:00:00,37.25,106.00,93.59,71.30,71.30,97.44,1571.2,541.5,1056.4
2024-11-13 23:00:00,18.00,100.00,21.32,50.70,50.70,39.31,1705.1,442.3,1073.7
2024-11-14 00:00:00,15.05,79.10,21.00,35.05,35.05,24.57,2319.7,579.9,1449.8
2024-11-14 01:00:00,21.00,51.49,34.95,34.52,34.52,24.70,1953.3,423.9,1188.6
2024-11-14 02:00:00,21.00,52.37,39.00,33.88,33.88,24.74,2064.7,643.5,1354.1
2024-11-14 03:00:00,22.13,52.33,37.99,36.60,36.60,32.15,2083.4,521.2,1302.3
2024-11-14 04:00:00,23.43,46.12,42.72,34.09,34.09,35.90,2004.5,595.6,1300.1
2024-11-14 05:00:00,27.01,52.84,36.25,36.66,36.66,37.40,1953.9,514.0,1234.0
2024-11-14 06:00:00,32.08,79.88,32.08,65.30,65.30,56.72,2384.8,653.1,1519.0
2024-11-14 07:00:00,64.70,115.60,85.40,89.17,89.17,90.69,2250.0,872.5,1561.3
2024-11-14 08:00:00,60.71,116.44,87.00,88.89,88.89,75.37,2382.4,921.3,1651.9
2024-11-14 09:00:00,55.41,112.20,84.95,80.16,80.16,72.34,2318.6,719.3,1519.0
2024-11-14 10:00:00,52.00,119.79,56.00,78.79,78.79,70.64,2668.5,1096.8,1882.7
2024-11-14 11:00:00,58.00,121.37,58.05,78.53,78.53,66.63,2502.7,1098.8,1800.8
2024-11-14 12:00:00,62.72,121.38,103.50,86.13,86.13,83.21,2467.8,1269.0,1868.4
2024-11-14 13:00:00,80.03,130.66,105.00,94.38,94.38,95.95,1910.2,819.2,1364.7
2024-11-14 14:00:00,78.13,140.42,119.79,104.50,104.50,112.61,2421.9,847.9,1634.9
2024-11-14 15:00:00,81.01,149.92,130.10,111.83,111.83,126.13,1865.8,619.9,1242.9
2024-11-14 16:00:00,122.02,153.42,145.99,137.54,137.54,141.57,1310.0,712.2,1011.1
2024-11-14 17:00:00,152.00,169.45,162.43,160.98,160.98,161.70,1258.6,281.0,769.8
2024-11-14 18:00:00,149.50,183.45,179.99,168.21,168.21,171.56,992.2,804.9,898.6
2024-11-14 19:00:00,142.01,174.16,142.20,160.17,160.17,163.05,1556.7,1253.1,1404.9
2024-11-14 20:00:00,129.89,154.88,132.29,144.89,144.89,141.18,847.0,625.7,736.4
2024-11-14 21:00:00,119.43,135.70,119.43,127.63,127.63,123.51,857.8,786.4,822.1
2024-11-14 22:00:00,113.00,129.99,125.00,121.60,121.60,119.32,815.2,656.4,735.8
2024-11-14 23:00:00,97.01,114.10,114.10,109.13,109.13,107.79,631.2,552.6,591.9
2024-11-15 00:00:00,97.38,112.65,110.40,108.78,108.78,107.96,836.0,321.9,579.0
2024-11-15 01:00:00,100.00,111.45,100.00,105.77,105.77,105.03,998.9,468.3,733.6
2024-11-15 02:00:00,99.20,107.75,102.84,103.95,103.95,102.36,870.6,203.2,536.9
2024-11-15 03:00:00,98.17,107.12,103.39,103.05,103.05,102.90,863.8,284.8,574.3
2024-11-15 04:00:00,89.39,107.34,106.26,102.05,102.05,103.80,858.5,396.1,627.3
2024-11-15 05:00:00,89.42,110.10,102.33,101.74,101.74,102.92,650.6,349.2,499.9
2024-11-15 06:00:00,100.11,124.30,107.53,112.95,112.95,115.55,738.1,299.7,518.9
2024-11-15 07:00:00,105.50,145.30,144.45,136.47,136.47,138.05,518.7,383.5,451.1
