date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-11-23 00:00:00,54.50,111.40,77.69,64.76,64.76,83.93,2287.5,451.4,1369.5
2024-11-23 01:00:00,45.11,97.09,73.25,55.88,55.88,76.22,2152.6,311.0,1231.8
2024-11-23 02:00:00,40.73,100.70,100.70,59.08,59.08,87.91,2159.8,263.1,1211.5
2024-11-23 03:00:00,38.02,99.26,87.59,57.07,57.07,88.95,1988.4,226.7,1107.6
2024-11-23 04:00:00,39.27,89.80,57.65,54.87,54.87,74.89,1884.7,341.9,1113.3
2024-11-23 05:00:00,44.07,91.26,56.42,65.64,65.64,72.27,1661.1,303.5,982.3
2024-11-23 06:00:00,38.37,82.69,70.85,57.41,57.41,61.15,1459.5,445.2,952.4
2024-11-23 07:00:00,52.02,94.14,79.92,70.16,70.16,76.05,1207.9,500.0,854.0
2024-11-23 08:00:00,73.01,98.53,83.00,82.54,82.54,81.25,1805.8,1108.3,1457.1
2024-11-23 09:00:00,65.00,89.89,87.62,78.84,78.84,78.77,1534.9,654.2,1094.6
2024-11-23 10:00:00,67.00,92.00,88.00,78.56,78.56,82.65,1218.9,304.2,761.6
2024-11-23 11:00:00,59.66,81.00,66.01,69.85,69.85,73.90,1440.3,228.4,834.4
2024-11-23 12:00:00,52.01,83.48,53.64,63.60,63.60,62.45,1714.7,203.3,959.0
2024-11-23 13:00:00,54.78,77.00,59.43,65.74,65.74,60.06,1539.9,126.9,833.4
2024-11-23 14:00:00,62.60,88.68,72.10,77.49,77.49,71.63,1742.9,217.7,980.3
2024-11-23 15:00:00,63.40,100.60,71.24,84.88,84.88,76.38,2192.7,593.9,1393.3
2024-11-23 16:00:00,43.08,87.10,51.01,67.00,67.00,51.95,1315.3,598.6,957.0
2024-11-23 17:00:00,16.21,91.27,16.21,62.34,62.34,33.23,1362.6,400.1,881.4
2024-11-23 18:00:00,12.80,80.82,26.00,50.04,50.04,20.59,1800.9,680.6,1240.8
2024-11-23 19:00:00,13.00,69.17,13.00,42.60,42.60,17.87,1505.4,637.3,1071.4
2024-11-23 20:00:00,0.51,56.25,4.60,27.30,27.30,7.65,1452.5,473.8,963.2
2024-11-23 21:00:00,-3.25,48.70,-0.93,18.26,18.26,-0.80,1175.2,395.5,785.4
2024-11-23 22:00:00,-1.81,41.23,3.14,18.81,18.81,0.99,990.7,343.6,667.2
2024-11-23 23:00:00,-1.91,22.98,0.19,7.66,7.66,6.89,559.6,313.5,436.6
2024-11-24 00:00:00,-1.30,6.54,3.01,2.01,2.01,2.06,307.3,185.7,246.5
2024-11-24 01:00:00,-5.43,8.98,5.00,1.87,1.87,3.06,544.7,314.3,429.5
2024-11-24 02:00:00,-3.80,12.20,12.20,3.15,3.15,4.34,775.9,371.6,573.8
2024-11-24 03:00:00,-2.40,11.91,10.98,5.18,5.18,6.79,317.0,347.2,332.1
2024-11-24 04:00:00,-6.17,16.74,9.76,2.48,2.48,6.88,440.4,377.7,409.1
2024-11-24 05:00:00,-3.29,20.00,15.00,8.49,8.49,13.31,292.2,294.9,293.6
2024-11-24 06:00:00,-2.40,21.92,4.34,11.03,11.03,15.74,341.0,305.6,323.3
2024-11-24 07:00:00,0.51,22.78,3.30,11.82,11.82,12.22,959.1,505.4,732.3
2024-11-24 08:00:00,-1.00,17.45,-0.85,5.13,5.13,4.89,830.6,561.5,696.1
2024-11-24 09:00:00,4.11,18.89,8.54,10.22,10.22,8.27,1225.8,1211.3,1218.6
2024-11-24 10:00:00,-1.33,22.00,2.00,8.38,8.38,5.94,969.4,1042.0,1005.7
2024-11-24 11:00:00,-0.61,16.26,2.67,7.80,7.80,3.28,868.1,920.3,894.2
2024-11-24 12:00:00,-1.07,15.47,0.25,4.81,4.81,0.78,715.5,773.3,744.4
2024-11-24 13:00:00,-5.09,11.75,-3.93,2.24,2.24,0.62,859.0,1014.6,936.8
2024-11-24 14:00:00,-4.74,10.10,-4.22,2.82,2.82,-1.20,861.7,871.0,866.4
2024-11-24 15:00:00,8.01,27.47,8.48,17.70,17.70,16.59,666.8,773.9,720.4
