date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-09-24 00:00:00,81.21,91.90,89.40,87.66,87.66,87.35,220.2,272.9,246.6
2024-09-24 01:00:00,75.45,91.94,90.92,84.83,84.83,85.08,295.9,310.5,303.2
2024-09-24 02:00:00,76.87,97.24,94.99,87.73,87.73,89.97,247.2,291.9,269.6
2024-09-24 03:00:00,79.99,95.47,93.51,89.50,89.50,90.84,765.7,315.0,540.4
2024-09-24 04:00:00,81.10,94.40,94.40,89.50,89.50,91.21,440.7,352.3,396.5
2024-09-24 05:00:00,84.70,104.93,97.50,94.09,94.09,98.76,374.3,346.7,360.5
2024-09-24 06:00:00,104.30,135.76,113.23,116.88,116.88,122.88,581.9,338.2,460.1
2024-09-24 07:00:00,127.38,154.88,134.07,138.26,138.26,140.34,272.9,190.4,231.7
2024-09-24 08:00:00,118.22,145.56,119.34,130.01,130.01,129.09,493.7,1068.1,780.9
2024-09-24 09:00:00,101.01,118.00,103.64,109.10,109.10,107.90,277.1,435.1,356.1
2024-09-24 10:00:00,89.24,102.00,101.01,94.62,94.62,94.89,547.0,321.1,434.1
2024-09-24 11:00:00,76.17,93.00,89.99,83.17,83.17,84.60,616.5,368.1,492.3
2024-09-24 12:00:00,55.56,75.00,75.00,69.54,69.54,69.68,405.0,500.4,452.7
2024-09-24 13:00:00,58.05,79.68,79.68,66.86,66.86,67.53,370.7,508.9,439.8
2024-09-24 14:00:00,53.24,73.54,67.00,63.65,63.65,67.83,346.9,519.6,433.3
2024-09-24 15:00:00,66.75,81.49,76.20,74.01,74.01,76.08,462.2,457.6,459.9
2024-09-24 16:00:00,75.00,87.48,79.91,82.12,82.12,81.81,489.6,399.2,444.4
2024-09-24 17:00:00,81.72,97.14,90.73,89.57,89.57,88.73,742.4,442.9,592.7
2024-09-24 18:00:00,91.87,106.85,100.27,97.86,97.86,97.10,712.5,557.0,634.8
2024-09-24 19:00:00,90.51,117.89,104.27,99.25,99.25,97.46,740.5,333.5,537.0
2024-09-24 20:00:00,82.70,98.61,90.40,90.51,90.51,89.81,359.1,580.4,469.8
2024-09-24 21:00:00,66.61,77.46,72.95,71.65,71.65,71.25,421.2,503.8,462.5
