date,low,high,last,weighted_avg,id_full,buy_volume,sell_volume,total_volume
2024-10-14 00:00:00,6.90,25.10,19.65,19.41,19.41,148.4,105.1,126.8
2024-10-14 01:00:00,25.10,51.60,47.00,44.60,44.60,36.1,97.7,66.9
2024-10-14 02:00:00,37.00,53.14,46.40,41.49,41.49,54.6,120.6,87.6
2024-10-14 03:00:00,37.10,44.50,44.00,41.85,41.85,27.7,77.4,52.6
2024-10-14 04:00:00,40.77,66.50,54.78,48.40,48.40,24.4,56.5,40.5
2024-10-14 05:00:00,60.50,74.56,60.50,70.84,70.84,14.9,14.4,14.7
2024-10-14 06:00:00,99.07,119.00,106.19,110.27,110.27,99.2,113.5,106.4
2024-10-14 07:00:00,112.92,148.50,113.00,135.59,135.59,115.7,83.4,99.6
2024-10-14 08:00:00,132.00,157.10,137.10,147.39,147.39,94.2,39.1,66.7
2024-10-14 09:00:00,90.01,121.59,120.00,105.89,105.89,162.2,124.6,143.4
2024-10-14 10:00:00,83.01,152.90,84.50,96.83,96.83,70.5,27.8,49.2
2024-10-14 11:00:00,46.27,80.06,46.27,68.26,68.26,40.0,141.5,90.8
2024-10-14 12:00:00,44.02,78.50,44.02,61.24,61.24,118.6,176.3,147.5
2024-10-14 13:00:00,47.00,84.00,65.01,61.90,61.90,73.2,221.4,147.3
2024-10-14 14:00:00,65.49,96.00,96.00,73.06,73.06,69.3,180.7,125.0
2024-10-14 15:00:00,80.50,119.50,119.50,92.19,92.19,274.3,218.0,246.2
2024-10-14 16:00:00,104.40,129.99,115.74,114.27,114.27,444.9,281.1,363.0
2024-10-14 17:00:00,158.09,187.99,182.70,169.52,169.52,202.8,135.4,169.1
2024-10-14 18:00:00,240.00,289.99,272.70,263.99,263.99,154.2,148.3,151.3
2024-10-14 19:00:00,263.59,290.00,281.74,277.81,277.81,341.6,178.1,259.9
2024-10-14 20:00:00,140.01,171.90,148.82,159.35,159.35,354.1,152.4,253.3
2024-10-14 21:00:00,107.01,133.90,113.00,117.16,117.16,462.5,244.8,353.7
2024-10-14 22:00:00,98.31,148.00,140.90,112.30,112.30,247.9,94.9,171.4
2024-10-14 23:00:00,88.40,111.58,110.89,95.22,95.22,365.6,163.5,264.6
2024-10-15 00:00:00,92.90,129.49,129.49,94.12,94.12,96.0,32.5,64.3
2024-10-15 01:00:00,107.68,121.90,121.90,113.62,113.62,24.2,31.1,27.7
