date,low,high,last,weighted_avg,id_full,buy_volume,sell_volume,total_volume
2024-09-20 00:00:00,5.8,5.8,5.8,5.8,12.47,0.0,1.9,1.0
2024-09-20 01:00:00,4.0,9.04,7.9,7.04,11.47,2.4,2.7,2.6
2024-09-20 02:00:00,4.76,9.6,5.69,7.36,11.23,2.0,2.0,2.0
2024-09-20 03:00:00,-1.0,9.84,-1.0,4.01,11.9,2.0,2.0,2.0
2024-09-20 04:00:00,-12.0,11.27,-12.0,0.82,13.0,4.0,4.0,4.0
2024-09-20 05:00:00,4.0,10.0,4.0,7.5,15.8,3.0,3.0,3.0
2024-09-20 06:00:00,12.89,16.28,12.89,14.47,17.27,2.0,1.3,1.7
2024-09-20 07:00:00,12.7,20.6,12.7,14.56,19.73,3.1,2.9,3.0
2024-09-20 08:00:00,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0
2024-09-20 09:00:00,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
2024-09-20 10:00:00,0.0,0.0,0.0,0.0,19.16,0.0,0.0,0.0
2024-09-20 11:00:00,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0
2024-09-20 12:00:00,6.49,8.64,8.52,7.91,15.24,2.0,2.0,2.0
2024-09-20 13:00:00,7.18,9.75,8.86,8.18,11.77,3.1,3.1,3.1
2024-09-20 14:00:00,9.19,12.81,9.39,11.09,11.92,2.1,2.1,2.1
2024-09-20 15:00:00,4.73,9.51,8.37,8.18,8.18,3.3,6.8,5.1
2024-09-20 16:00:00,13.81,16.6,16.08,15.1,17.42,2.0,2.0,2.0
2024-09-20 17:00:00,18.39,20.3,20.3,19.35,17.62,2.0,2.0,2.0
2024-09-20 18:00:00,19.3,22.7,22.7,21.0,17.72,1.0,1.0,1.0
2024-09-20 19:00:00,17.7,18.41,17.7,18.06,17.39,1.0,1.0,1.0
2024-09-20 20:00:00,15.2,17.54,16.3,16.76,16.85,2.0,2.0,2.0
2024-09-20 21:00:00,0.0,0.0,0.0,0.0,15.03,0.0,0.0,0.0
2024-09-20 22:00:00,10.53,15.1,10.53,12.4,13.52,3.0,3.0,3.0
2024-09-20 23:00:00,0.0,0.0,0.0,0.0,11.47,0.0,0.0,0.0
2024-09-21 00:00:00,0.0,0.0,0.0,0.0,7.53,0.0,0.0,0.0
2024-09-21 01:00:00,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0
2024-09-21 02:00:00,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0
2024-09-21 03:00:00,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0
2024-09-21 04:00:00,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0
2024-09-21 05:00:00,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0
2024-09-21 06:00:00,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0
2024-09-21 07:00:00,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0
2024-09-21 08:00:00,0.0,0.0,0.0,0.0,12.53,0.0,0.0,0.0
2024-09-21 09:00:00,0.0,0.0,0.0,0.0,13.95,0.0,0.0,0.0
2024-09-21 10:00:00,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2024-09-21 11:00:00,0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0
2024-09-21 12:00:00,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0
2024-09-21 13:00:00,-0.49,5.0,-0.49,3.15,4.28,4.0,3.0,3.5
2024-09-21 14:00:00,15.0,15.5,15.5,15.23,10.01,2.1,2.1,2.1
2024-09-21 15:00:00,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0
2024-09-21 16:00:00,16.1,18.96,16.1,17.06,15.72,1.9,2.0,2.0
2024-09-21 17:00:00,16.7,17.45,17.45,17.08,16.8,1.0,1.0,1.0
2024-09-21 18:00:00,19.0,19.7,19.7,19.35,16.97,1.0,1.0,1.0
2024-09-21 19:00:00,19.65,20.56,19.65,20.11,17.03,0.2,0.2,0.2
2024-09-21 20:00:00,15.31,19.6,15.31,18.02,16.81,3.0,3.0,3.0
2024-09-21 21:00:00,0.0,0.0,0.0,0.0,16.29,0.0,0.0,0.0
2024-09-21 22:00:00,17.9,18.85,18.53,18.26,15.71,1.4,1.4,1.4
2024-09-21 23:00:00,0.0,0.0,0.0,0.0,14.95,0.0,0.0,0.0
2024-09-22 00:00:00,19.7,19.76,19.76,19.75,15.57,2.0,0.0,1.0
2024-09-22 01:00:00,17.93,20.1,20.1,19.09,15.58,0.8,0.8,0.8
2024-09-22 02:00:00,0.0,0.0,0.0,0.0,15.54,0.0,0.0,0.0
2024-09-22 03:00:00,15.48,16.6,15.48,15.86,15.48,1.0,2.0,1.5
2024-09-22 04:00:00,0.0,0.0,0.0,0.0,15.49,0.0,0.0,0.0
2024-09-22 05:00:00,0.0,0.0,0.0,0.0,15.65,0.0,0.0,0.0
2024-09-22 06:00:00,17.55,19.99,18.6,18.28,15.41,2.0,2.0,2.0
2024-09-22 07:00:00,15.9,18.22,15.91,16.8,15.83,2.1,2.1,2.1
2024-09-22 08:00:00,24.09,24.29,24.29,24.19,16.33,1.0,1.0,1.0
2024-09-22 09:00:00,16.78,18.3,16.79,17.27,16.78,1.0,2.1,1.6
2024-09-22 10:00:00,0.0,0.0,0.0,0.0,16.96,0.0,0.0,0.0
2024-09-22 11:00:00,0.0,0.0,0.0,0.0,14.67,0.0,0.0,0.0
2024-09-22 12:00:00,11.5,27.03,11.5,16.9,16.9,9.1,9.1,9.1
2024-09-22 13:00:00,8.99,19.98,19.98,15.47,15.47,7.9,8.9,8.4
2024-09-22 14:00:00,14.0,18.47,18.47,17.06,17.06,7.0,6.5,6.8
2024-09-22 15:00:00,16.0,20.12,17.01,18.2,18.2,6.0,6.0,6.0
2024-09-22 16:00:00,18.8,22.1,22.1,20.45,17.2,0.1,0.1,0.1
2024-09-22 17:00:00,19.15,21.71,21.71,19.79,17.64,0.6,0.2,0.4
2024-09-22 18:00:00,18.71,23.75,22.3,21.82,17.83,2.8,2.8,2.8
2024-09-22 19:00:00,20.97,24.44,23.95,22.57,18.65,3.0,3.0,3.0
2024-09-22 20:00:00,20.99,21.82,21.82,21.41,18.21,1.0,1.0,1.0
2024-09-22 21:00:00,20.7,21.13,21.12,20.91,17.28,1.0,1.0,1.0
2024-09-22 22:00:00,0.0,0.0,0.0,0.0,16.71,0.0,0.0,0.0
2024-09-22 23:00:00,0.0,0.0,0.0,0.0,16.16,0.0,0.0,0.0
2024-09-23 00:00:00,15.11,17.2,16.9,16.32,15.86,1.8,1.8,1.8
2024-09-23 01:00:00,12.0,15.88,12.0,13.93,15.61,2.0,2.0,2.0
2024-09-23 02:00:00,10.6,14.42,10.6,12.36,15.56,2.0,2.0,2.0
2024-09-23 03:00:00,10.34,14.39,10.34,11.82,15.45,1.0,2.8,1.9
2024-09-23 04:00:00,17.07,19.0,19.0,18.13,15.58,0.5,0.5,0.5
2024-09-23 05:00:00,0.0,0.0,0.0,0.0,15.92,0.0,0.0,0.0
2024-09-23 06:00:00,19.9,20.63,20.54,20.23,17.16,1.0,1.0,1.0
2024-09-23 07:00:00,0.0,0.0,0.0,0.0,20.07,0.0,0.0,0.0
2024-09-23 08:00:00,40.7,50.9,50.9,47.49,41.82,2.0,2.0,2.0
2024-09-23 09:00:00,44.09,52.62,52.61,50.01,41.0,3.4,3.4,3.4
2024-09-23 10:00:00,0.0,0.0,0.0,0.0,21.96,0.0,0.0,0.0
2024-09-23 11:00:00,0.0,0.0,0.0,0.0,19.21,0.0,0.0,0.0
2024-09-23 12:00:00,19.0,24.33,19.5,20.77,18.49,4.0,4.0,4.0
2024-09-23 13:00:00,17.39,21.0,18.2,19.09,18.33,1.5,4.0,2.8
2024-09-23 14:00:00,19.2,25.04,25.04,22.12,18.24,1.0,1.0,1.0
2024-09-23 15:00:00,24.3,26.18,25.17,25.21,17.21,2.0,2.1,2.1
2024-09-23 16:00:00,25.1,31.3,31.3,29.6,18.31,4.0,4.0,4.0
2024-09-23 17:00:00,22.0,26.0,26.0,23.98,19.6,2.0,2.0,2.0
2024-09-23 18:00:00,19.79,27.38,27.38,23.59,20.31,1.0,1.0,1.0
2024-09-23 19:00:00,24.15,36.9,36.9,28.47,28.47,8.4,8.0,8.2
2024-09-23 20:00:00,21.9,27.6,24.0,23.46,17.7,3.0,3.0,3.0
2024-09-23 21:00:00,21.62,27.12,27.12,23.22,23.22,6.0,5.0,5.5
2024-09-23 22:00:00,17.12,28.0,17.99,23.87,23.87,9.0,9.0,9.0
2024-09-23 23:00:00,0.0,0.0,0.0,0.0,16.71,0.0,0.0,0.0
2024-09-24 00:00:00,8.0,14.53,8.0,11.27,,2.0,2.0,2.0
2024-09-24 01:00:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2024-09-24 02:00:00,-4.2,8.7,-4.2,4.37,,2.0,2.0,2.0
2024-09-24 03:00:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2024-09-24 04:00:00,9.0,11.1,11.1,10.07,,2.1,2.1,2.1
2024-09-24 05:00:00,10.31,15.06,10.78,13.73,,7.0,7.0,7.0
2024-09-24 06:00:00,15.0,18.0,17.02,16.35,,3.9,3.8,3.9
2024-09-24 07:00:00,17.95,27.78,18.8,22.98,,7.1,7.0,7.1
2024-09-24 08:00:00,25.02,25.55,25.55,25.29,,2.0,2.0,2.0
