date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2025-01-14 00:00:00,7.36,32.49,10.69,19.02,19.02,19.39,285.0,237.9,261.5
2025-01-14 01:00:00,4.99,16.89,11.88,12.24,12.24,12.56,78.7,33.8,56.3
2025-01-14 02:00:00,-3.87,15.00,-0.67,5.48,5.48,3.75,126.6,90.1,108.4
2025-01-14 03:00:00,-2.39,13.00,-0.57,5.95,5.95,2.26,62.7,37.1,49.9
2025-01-14 04:00:00,-15.00,13.17,-3.05,2.91,2.91,-3.67,88.0,68.2,78.1
2025-01-14 05:00:00,-9.28,17.94,-2.41,1.92,1.92,-2.59,99.7,88.9,94.3
2025-01-14 06:00:00,3.67,24.98,6.96,14.49,14.49,7.03,133.3,92.2,112.8
2025-01-14 07:00:00,11.06,47.02,11.06,34.89,34.89,29.23,159.3,89.7,124.5
2025-01-14 08:00:00,23.70,112.86,69.91,63.63,63.63,55.12,230.9,191.7,211.3
2025-01-14 09:00:00,40.00,103.20,65.99,65.05,65.05,60.30,244.1,131.0,187.6
2025-01-14 10:00:00,29.88,69.33,36.10,52.74,52.74,48.23,126.8,44.8,85.8
2025-01-14 11:00:00,31.02,87.13,63.32,48.85,48.85,52.79,179.3,92.7,136.0
2025-01-14 12:00:00,26.06,94.74,56.08,40.89,40.89,46.47,179.3,116.5,147.9
2025-01-14 13:00:00,25.07,55.00,31.00,34.76,34.76,38.14,184.0,83.6,133.8
2025-01-14 14:00:00,27.05,40.69,31.00,32.63,32.63,31.02,170.9,72.9,121.9
2025-01-14 15:00:00,15.03,94.84,34.27,25.86,25.86,27.81,282.5,274.8,278.7
2025-01-14 16:00:00,77.21,123.50,102.97,90.22,90.22,97.41,100.3,78.1,89.2
2025-01-14 17:00:00,92.25,127.60,107.00,110.39,110.39,111.68,81.4,67.6,74.5
2025-01-14 18:00:00,84.50,121.04,108.49,95.61,95.61,104.32,98.8,47.6,73.2
2025-01-14 19:00:00,62.53,149.90,107.90,79.15,79.15,94.53,166.3,95.5,130.9
2025-01-14 20:00:00,28.78,83.64,34.70,34.99,34.99,39.05,194.9,165.2,180.1
