date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-10-31 00:00:00,78.19,101.80,98.30,88.06,88.06,88.06,11.9,16.7,14.3
2024-10-31 01:00:00,80.99,101.94,98.10,97.13,97.13,95.65,110.1,135.5,122.8
2024-10-31 02:00:00,86.76,96.58,89.92,91.49,91.49,89.81,117.4,107.9,112.7
2024-10-31 03:00:00,75.02,91.91,85.55,85.37,85.37,85.05,38.0,66.6,52.3
2024-10-31 04:00:00,62.40,87.15,62.50,77.15,77.15,76.72,50.8,95.6,73.2
2024-10-31 05:00:00,55.10,87.15,62.02,75.08,75.08,73.64,62.3,106.2,84.3
2024-10-31 06:00:00,42.10,100.58,47.55,81.69,81.69,73.83,80.9,149.9,115.4
2024-10-31 07:00:00,93.49,116.58,100.02,105.81,105.81,103.63,155.7,276.1,215.9
2024-10-31 08:00:00,77.00,106.90,106.90,95.39,95.39,93.29,150.1,200.3,175.2
2024-10-31 09:00:00,30.05,59.79,35.03,45.15,45.15,46.68,169.9,160.2,165.1
2024-10-31 10:00:00,9.43,27.70,13.02,19.00,19.00,15.95,153.3,204.0,178.7
2024-10-31 11:00:00,10.10,29.98,11.02,17.60,17.60,14.17,153.7,196.2,175.0
2024-10-31 12:00:00,8.05,16.89,16.89,13.13,13.13,12.94,99.3,218.8,159.1
2024-10-31 13:00:00,0.94,15.00,12.09,12.63,12.63,12.91,44.6,109.9,77.3
2024-10-31 14:00:00,6.63,14.00,13.78,12.09,12.09,12.89,71.3,114.3,92.8
2024-10-31 15:00:00,3.00,15.50,12.00,12.43,12.43,12.15,83.0,163.2,123.1
2024-10-31 16:00:00,5.04,73.73,9.01,11.31,11.31,11.41,141.5,227.7,184.6
2024-10-31 17:00:00,8.90,15.75,13.28,13.83,13.83,13.99,231.2,314.1,272.7
2024-10-31 18:00:00,5.85,24.83,13.00,11.30,11.30,11.61,186.0,231.9,209.0
2024-10-31 19:00:00,5.10,13.38,12.04,11.18,11.18,11.37,159.2,238.9,199.1
2024-10-31 20:00:00,3.14,11.10,7.75,6.61,6.61,9.16,81.2,165.6,123.4
2024-10-31 21:00:00,0.11,8.29,4.60,5.91,5.91,6.17,118.8,193.4,156.1
2024-10-31 22:00:00,3.12,55.37,5.11,6.55,6.55,7.32,47.1,76.4,61.8
2024-10-31 23:00:00,-2.31,5.84,-1.16,2.75,2.75,1.91,85.1,137.3,111.2
2024-11-01 00:00:00,-13.35,39.54,0.03,-1.81,-1.81,-1.53,181.6,57.6,119.6
2024-11-01 01:00:00,-6.76,0.40,-3.79,-2.69,-2.69,-2.15,164.4,54.5,109.5
2024-11-01 02:00:00,-6.58,1.86,-1.61,-3.60,-3.60,-3.75,92.2,38.1,65.2
2024-11-01 03:00:00,-6.92,-0.41,-3.93,-2.71,-2.71,-2.54,76.6,27.4,52.0
2024-11-01 04:00:00,-6.99,-0.07,-0.51,-3.31,-3.31,-1.50,89.6,40.5,65.1
2024-11-01 05:00:00,-6.85,0.10,0.08,-2.43,-2.43,-2.29,128.9,62.6,95.8
2024-11-01 06:00:00,-6.71,2.20,-0.98,-2.53,-2.53,-0.57,111.4,73.3,92.4
2024-11-01 07:00:00,-5.36,3.16,3.15,-0.86,-0.86,-0.52,114.4,111.7,113.1
2024-11-01 08:00:00,-4.54,5.49,3.90,0.93,0.93,4.47,92.3,67.2,79.8
2024-11-01 09:00:00,0.24,5.47,2.80,3.57,3.57,4.01,46.9,45.1,46.0
2024-11-01 10:00:00,-0.37,7.00,0.51,3.42,3.42,3.01,118.5,58.6,88.6
2024-11-01 11:00:00,-1.07,35.89,11.05,14.67,14.67,16.25,147.4,67.7,107.6
2024-11-01 12:00:00,-0.57,11.66,2.21,5.89,5.89,5.14,151.1,104.3,127.7
2024-11-01 13:00:00,-0.85,12.99,6.47,7.80,7.80,6.89,132.8,121.7,127.3
2024-11-01 14:00:00,-2.71,12.95,2.91,6.24,6.24,6.94,85.2,148.6,116.9
2024-11-01 15:00:00,0.12,15.70,2.94,7.28,7.28,6.75,39.9,88.3,64.1
2024-11-01 16:00:00,3.15,21.95,8.91,13.39,13.39,12.48,67.3,127.4,97.4
2024-11-01 17:00:00,7.99,27.94,16.00,17.89,17.89,15.76,274.2,239.4,256.8
2024-11-01 18:00:00,11.84,32.90,20.20,21.31,21.31,21.35,96.5,158.2,127.4
2024-11-01 19:00:00,8.30,32.99,19.95,20.09,20.09,17.72,95.6,112.4,104.0
2024-11-01 20:00:00,8.05,72.53,20.05,19.32,19.32,28.69,57.1,109.0,83.1
2024-11-01 21:00:00,9.39,48.00,29.93,31.66,31.66,37.48,86.0,188.5,137.3
2024-11-01 22:00:00,24.48,73.27,34.54,34.38,34.38,35.99,66.8,199.4,133.1
2024-11-01 23:00:00,21.00,55.48,31.57,42.14,42.14,40.92,99.7,252.0,175.9
2024-11-02 00:00:00,36.13,59.95,56.98,49.04,49.04,44.48,137.2,193.7,165.5
2024-11-02 01:00:00,51.44,78.37,66.02,65.47,65.47,61.62,210.2,265.4,237.8
2024-11-02 02:00:00,61.15,88.00,76.05,76.68,76.68,77.35,152.9,171.0,162.0
2024-11-02 03:00:00,60.01,84.89,77.27,74.83,74.83,76.46,160.8,157.5,159.2
2024-11-02 04:00:00,65.17,89.13,81.61,80.10,80.10,81.98,110.9,80.4,95.7
2024-11-02 05:00:00,71.02,90.51,76.56,82.75,82.75,83.33,72.1,46.0,59.1
2024-11-02 06:00:00,87.91,98.54,92.58,93.29,93.29,91.81,62.8,56.2,59.5
2024-11-02 07:00:00,90.10,102.41,90.10,96.02,96.02,94.56,66.6,19.0,42.8
