date,low,high,last,weighted_avg,id_full,id3,buy_volume,sell_volume,total_volume
2024-09-15 00:00:00,73.02,83.57,74.80,76.65,76.65,75.74,98.1,31.1,64.6
2024-09-15 01:00:00,52.41,76.16,63.58,67.58,67.58,64.94,95.6,59.8,77.7
2024-09-15 02:00:00,56.02,68.49,61.20,63.97,63.97,62.29,92.8,90.1,91.5
2024-09-15 03:00:00,57.88,77.00,77.00,65.23,65.23,65.89,104.6,87.1,95.9
2024-09-15 04:00:00,57.85,75.00,62.98,65.55,65.55,68.44,96.9,83.1,90.0
2024-09-15 05:00:00,63.50,78.11,74.03,70.91,70.91,73.14,61.0,93.2,77.1
2024-09-15 06:00:00,66.69,94.43,89.88,77.93,77.93,82.14,110.9,91.1,101.0
2024-09-15 07:00:00,75.76,95.32,86.61,85.87,85.87,89.41,102.7,114.6,108.7
2024-09-15 08:00:00,68.10,81.76,74.69,75.97,75.97,77.08,172.5,124.4,148.5
2024-09-15 09:00:00,35.00,48.99,41.03,40.85,40.85,40.64,104.5,87.2,95.9
2024-09-15 10:00:00,-2.02,7.74,2.76,3.57,3.57,3.86,45.4,34.5,40.0
2024-09-15 11:00:00,-2.37,10.00,10.00,4.81,4.81,5.79,169.4,88.4,128.9
2024-09-15 12:00:00,-0.36,8.01,5.53,2.85,2.85,3.14,190.3,211.4,200.9
2024-09-15 13:00:00,-1.79,5.70,4.88,0.94,0.94,1.18,394.0,115.6,254.8
2024-09-15 14:00:00,0.67,10.00,10.00,3.82,3.82,4.47,181.6,100.0,140.8
2024-09-15 15:00:00,5.40,15.00,7.10,9.01,9.01,10.00,185.3,107.0,146.2
2024-09-15 16:00:00,13.48,33.48,18.95,21.20,21.20,20.99,64.0,119.8,91.9
2024-09-15 17:00:00,78.94,96.71,92.73,90.86,90.86,91.27,85.1,51.3,68.2
2024-09-15 18:00:00,106.51,119.95,107.99,113.25,113.25,112.80,102.3,113.3,107.8
2024-09-15 19:00:00,126.29,149.50,145.74,137.37,137.37,139.09,168.9,147.4,158.2
2024-09-15 20:00:00,121.30,142.51,136.95,130.72,130.72,131.96,186.5,224.5,205.5
2024-09-15 21:00:00,100.00,114.72,108.99,108.20,108.20,108.57,135.0,143.0,139.0
2024-09-15 22:00:00,92.56,106.10,99.00,96.42,96.42,99.42,32.0,29.0,30.5
2024-09-15 23:00:00,85.37,93.06,91.29,89.40,89.40,89.62,67.5,38.2,52.9
2024-09-16 00:00:00,85.50,90.50,87.50,88.45,88.45,88.56,40.1,43.1,41.6
2024-09-16 01:00:00,82.64,93.40,93.40,86.71,86.71,86.22,70.7,58.9,64.8
2024-09-16 02:00:00,82.76,95.00,93.76,87.27,87.27,88.21,60.4,49.5,55.0
2024-09-16 03:00:00,83.80,96.63,96.39,90.44,90.44,92.43,43.3,64.3,53.8
2024-09-16 04:00:00,84.80,102.08,94.29,92.23,92.23,95.18,34.1,44.0,39.1
2024-09-16 05:00:00,87.90,103.39,88.12,95.70,95.70,96.07,110.0,106.2,108.1
2024-09-16 06:00:00,113.90,138.70,128.37,131.76,131.76,133.29,46.5,55.5,51.0
