date,low,high,last,weighted_avg,id_full,id1,id3,buy_volume,sell_volume,total_volume
2024-09-22 00:00:00,60.82,97.06,97.05,93.05,93.05,93.05,93.05,82.7,100.7,91.7
2024-09-22 01:00:00,86.5,95.39,95.0,90.85,90.85,90.85,90.85,53.6,62.6,58.1
2024-09-22 02:00:00,84.62,102.0,98.4,93.39,93.39,95.5,95.5,92.5,143.7,118.1
2024-09-22 03:00:00,83.69,101.86,99.08,92.33,92.33,95.43,95.43,138.2,319.7,229.0
2024-09-22 04:00:00,84.19,104.13,98.22,93.01,93.01,98.16,98.16,265.9,555.9,410.9
2024-09-22 05:00:00,86.81,118.17,115.6,100.11,100.11,105.14,105.14,255.5,470.9,363.2
2024-09-22 06:00:00,89.08,116.04,107.65,103.78,103.78,110.1,110.1,359.8,537.9,448.9
2024-09-22 07:00:00,84.15,122.85,104.47,105.92,105.92,112.86,112.86,489.9,568.1,529.0
2024-09-22 08:00:00,5.0,113.57,5.0,99.92,99.92,12.5,104.74,846.6,719.1,782.9
2024-09-22 09:00:00,-48.0,79.9,-48.0,71.34,71.34,17.87,70.06,531.5,354.4,443.0
2024-09-22 10:00:00,0.0,43.28,0.01,33.09,33.09,0.01,30.42,448.7,530.7,489.7
2024-09-22 11:00:00,-50.0,34.12,-40.0,18.19,18.19,-45.6,16.95,470.7,474.8,472.8
2024-09-22 12:00:00,0.0,149.0,149.0,22.7,22.7,51.93,21.69,535.7,718.0,626.9
2024-09-22 13:00:00,-1.0,20.4,20.0,11.72,11.72,20.01,13.82,552.2,628.0,590.1
2024-09-22 14:00:00,0.0,30.0,1.0,11.61,11.61,4.77,13.9,415.6,423.7,419.7
2024-09-22 15:00:00,8.29,208.33,208.33,18.21,18.21,21.75,21.75,488.2,497.8,493.0
2024-09-22 16:00:00,-45.95,88.0,88.0,68.45,68.45,74.83,74.83,482.8,206.5,344.7
2024-09-22 17:00:00,34.76,90.57,48.01,73.05,73.05,73.55,73.55,217.1,221.3,219.2
2024-09-22 18:00:00,60.06,139.73,77.5,92.59,92.59,84.61,84.61,188.5,266.5,227.5
2024-09-22 19:00:00,102.6,169.44,112.21,121.12,121.12,111.69,111.69,251.3,347.6,299.5
2024-09-22 20:00:00,102.48,136.8,102.5,117.5,117.5,115.37,115.37,155.6,218.9,187.3
2024-09-22 21:00:00,-30.0,102.69,-30.0,34.31,34.31,-5.95,28.34,221.4,430.6,326.0
2024-09-22 22:00:00,64.02,106.99,97.13,92.45,92.45,89.62,89.62,481.2,745.4,613.3
2024-09-22 23:00:00,86.67,98.97,90.94,91.41,91.41,93.81,93.81,599.7,744.2,672.0
2024-09-23 00:00:00,-4.54,47.78,-1.16,21.1,21.1,19.46,19.46,154.7,208.6,181.7
2024-09-23 01:00:00,-3.95,47.5,14.29,13.91,13.91,9.92,9.92,200.4,230.1,215.3
2024-09-23 02:00:00,-30.0,42.21,-5.07,-2.39,-2.39,-9.06,-9.06,116.9,653.6,385.3
2024-09-23 03:00:00,-47.64,45.2,-17.05,-16.68,-16.68,-23.94,-23.94,147.8,802.3,475.1
2024-09-23 04:00:00,-57.73,48.46,-17.0,-23.78,-23.78,-36.91,-36.91,236.5,843.6,540.1
2024-09-23 05:00:00,-38.49,52.26,15.52,-5.98,-5.98,1.32,1.32,252.5,674.2,463.4
2024-09-23 06:00:00,-23.49,69.0,24.95,15.78,15.78,22.51,22.51,531.2,654.0,592.6
2024-09-23 07:00:00,36.89,125.4,70.0,72.99,72.99,77.25,77.25,285.7,695.1,490.4
2024-09-23 08:00:00,0.0,109.7,5.0,74.78,74.78,2.0,76.97,303.2,852.5,577.9
2024-09-23 09:00:00,22.0,99.95,99.95,57.77,57.77,99.95,53.99,329.5,946.6,638.1
2024-09-23 10:00:00,-65.0,85.08,-65.0,12.81,12.81,-27.49,0.17,672.8,1200.2,936.5
2024-09-23 11:00:00,-48.99,82.09,70.0,16.57,16.57,68.36,3.67,394.9,980.0,687.5
2024-09-23 12:00:00,-40.0,99.0,-40.0,27.69,27.69,19.98,13.74,1055.3,1367.3,1211.3
2024-09-23 13:00:00,5.0,98.0,5.0,31.14,31.14,20.5,21.6,1101.4,960.2,1030.8
2024-09-23 14:00:00,0.0,73.37,0.0,42.41,42.41,0.5,45.89,939.0,649.3,794.2
2024-09-23 15:00:00,0.99,94.6,0.99,60.57,60.57,1.02,71.79,764.9,514.8,639.9
2024-09-23 16:00:00,26.89,109.0,109.0,62.1,62.1,62.72,62.72,432.3,414.0,423.2
2024-09-23 17:00:00,64.41,133.43,95.06,109.91,109.91,105.96,105.96,574.5,253.4,414.0
2024-09-23 18:00:00,98.99,340.98,98.99,212.12,212.12,206.21,206.21,427.1,477.7,452.4
