date,low,high,last,weighted_avg,id_full,buy_volume,sell_volume,total_volume
2025-01-13 00:00:00,-15.00,37.20,18.08,20.15,20.15,186.8,159.8,173.3
2025-01-13 01:00:00,11.60,80.03,80.03,31.35,31.35,171.5,137.6,154.6
2025-01-13 02:00:00,10.40,104.60,50.01,52.53,52.53,323.8,111.7,217.8
2025-01-13 03:00:00,13.47,82.00,15.00,38.60,38.60,298.2,57.1,177.7
2025-01-13 04:00:00,10.80,70.85,10.80,36.16,36.16,349.1,146.0,247.6
2025-01-13 05:00:00,23.10,62.10,35.00,44.20,44.20,226.6,183.7,205.2
2025-01-13 06:00:00,28.35,60.88,35.00,41.82,41.82,52.9,144.2,98.6
2025-01-13 07:00:00,17.56,50.00,50.00,37.08,37.08,78.6,110.5,94.6
2025-01-13 08:00:00,18.12,100.46,20.00,26.01,26.01,186.8,207.6,197.2
2025-01-13 09:00:00,13.80,77.80,40.00,35.94,35.94,205.5,278.6,242.1
2025-01-13 10:00:00,18.51,72.00,72.00,38.45,38.45,158.8,160.3,159.6
2025-01-13 11:00:00,11.64,115.00,27.48,31.90,31.90,196.1,120.3,158.2
2025-01-13 12:00:00,5.51,38.28,30.00,22.75,22.75,282.5,203.8,243.2
2025-01-13 13:00:00,0.89,36.41,4.50,17.07,17.07,281.1,242.4,261.8
2025-01-13 14:00:00,0.71,100.00,85.30,18.03,18.03,304.8,312.0,308.4
2025-01-13 15:00:00,2.75,29.45,25.00,11.49,11.49,226.5,152.6,189.6
2025-01-13 16:00:00,2.85,19.00,6.99,9.02,9.02,270.2,187.9,229.1
2025-01-13 17:00:00,2.42,12.00,4.90,8.00,8.00,201.0,119.4,160.2
2025-01-13 18:00:00,2.02,15.00,15.00,6.64,6.64,204.5,96.1,150.3
2025-01-13 19:00:00,2.00,10.00,8.40,5.98,5.98,221.7,83.7,152.7
2025-01-13 20:00:00,1.86,9.00,1.92,5.52,5.52,181.3,101.5,141.4
2025-01-13 21:00:00,-0.12,9.00,2.00,5.51,5.51,198.8,118.0,158.4
2025-01-13 22:00:00,1.70,11.00,2.30,4.35,4.35,185.1,142.2,163.7
2025-01-13 23:00:00,-4.70,3.00,1.00,1.37,1.37,179.4,118.7,149.1
2025-01-14 00:00:00,-7.00,12.30,-7.00,0.67,0.67,187.7,121.7,154.7
2025-01-14 01:00:00,-3.80,2.69,-1.16,-0.54,-0.54,129.7,116.4,123.1
2025-01-14 02:00:00,-4.30,2.29,-4.30,-1.78,-1.78,113.2,116.7,115.0
2025-01-14 03:00:00,-5.60,2.63,-3.38,-1.97,-1.97,44.7,78.7,61.7
2025-01-14 04:00:00,-10.00,2.74,-10.00,-2.88,-2.88,24.4,47.3,35.9
2025-01-14 05:00:00,-6.05,0.67,-2.41,-2.55,-2.55,28.4,92.8,60.6
2025-01-14 06:00:00,-4.31,5.80,-2.42,0.36,0.36,45.7,80.4,63.1
2025-01-14 07:00:00,-5.62,7.98,5.00,0.98,0.98,131.9,141.6,136.8
2025-01-14 08:00:00,-3.68,20.04,5.00,8.97,8.97,171.5,36.8,104.2
2025-01-14 09:00:00,0.65,17.00,8.00,8.37,8.37,193.2,64.8,129.0
2025-01-14 10:00:00,1.43,20.83,8.00,12.08,12.08,155.6,42.8,99.2
2025-01-14 11:00:00,-0.30,14.58,10.99,6.59,6.59,314.8,160.4,237.6
2025-01-14 12:00:00,11.83,23.60,15.00,17.59,17.59,181.6,35.1,108.4
2025-01-14 13:00:00,0.00,20.30,0.00,8.71,8.71,225.7,97.3,161.5
2025-01-14 14:00:00,0.00,22.82,8.74,13.71,13.71,303.6,99.0,201.3
2025-01-14 15:00:00,10.31,33.84,15.00,24.15,24.15,213.5,116.6,165.1
2025-01-14 16:00:00,10.00,33.25,10.00,18.85,18.85,87.8,64.4,76.1
2025-01-14 17:00:00,6.96,35.40,22.00,18.95,18.95,115.8,103.8,109.8
2025-01-14 18:00:00,4.95,28.73,5.00,15.06,15.06,84.2,125.0,104.6
2025-01-14 19:00:00,3.00,30.55,3.00,16.22,16.22,98.2,128.9,113.6
2025-01-14 20:00:00,6.29,28.10,22.40,15.43,15.43,123.9,107.1,115.5
