date,low,high,last,weighted_avg,id_full,buy_volume,sell_volume,total_volume
2024-11-22 00:00:00,50.09,115.00,112.79,79.97,79.97,74.7,49.7,62.2
2024-11-22 01:00:00,29.15,100.40,29.15,66.53,66.53,52.6,103.1,77.9
2024-11-22 02:00:00,62.20,101.20,85.10,83.08,83.08,30.9,67.0,49.0
2024-11-22 03:00:00,60.00,102.11,60.00,84.40,84.40,40.1,116.0,78.1
2024-11-22 04:00:00,70.07,105.00,78.24,90.66,90.66,51.5,96.9,74.2
2024-11-22 05:00:00,80.23,106.75,89.60,96.02,96.02,105.6,97.5,101.6
2024-11-22 06:00:00,111.65,152.39,135.44,126.51,126.51,108.5,91.6,100.1
2024-11-22 07:00:00,135.00,194.80,160.30,153.33,153.33,97.6,53.7,75.7
2024-11-22 08:00:00,176.11,235.77,185.00,206.26,206.26,124.5,103.9,114.2
2024-11-22 09:00:00,70.00,184.80,147.00,156.98,156.98,117.8,142.2,130.0
2024-11-22 10:00:00,81.00,168.31,81.00,139.84,139.84,304.6,299.6,302.1
2024-11-22 11:00:00,83.00,150.71,83.00,128.77,128.77,130.2,100.3,115.3
2024-11-22 12:00:00,95.00,161.00,95.00,130.40,130.40,264.1,264.5,264.3
2024-11-22 13:00:00,50.00,140.93,50.00,108.04,108.04,122.0,118.6,120.3
2024-11-22 14:00:00,83.26,123.91,99.99,104.57,104.57,90.4,119.8,105.1
2024-11-22 15:00:00,51.52,125.98,64.63,104.63,104.63,125.5,160.8,143.2
2024-11-22 16:00:00,58.00,129.00,75.15,98.12,98.12,89.5,153.4,121.5
2024-11-22 17:00:00,56.99,113.70,56.99,83.16,83.16,89.8,116.5,103.2
2024-11-22 18:00:00,44.62,165.39,58.98,98.04,98.04,161.4,189.8,175.6
2024-11-22 19:00:00,17.90,120.93,55.45,76.87,76.87,102.5,104.3,103.4
2024-11-22 20:00:00,41.65,85.02,59.63,60.82,60.82,111.8,152.8,132.3
2024-11-22 21:00:00,45.25,76.05,59.79,58.36,58.36,68.5,148.9,108.7
2024-11-22 22:00:00,28.20,78.16,77.26,49.37,49.37,108.6,181.9,145.3
2024-11-22 23:00:00,24.15,71.95,70.08,49.13,49.13,109.1,178.2,143.7
2024-11-23 00:00:00,59.95,90.80,87.60,77.13,77.13,43.8,16.5,30.2
2024-11-23 01:00:00,42.70,73.00,71.34,67.73,67.73,106.2,22.0,64.1
2024-11-23 02:00:00,35.53,75.58,63.84,64.09,64.09,117.3,30.5,73.9
2024-11-23 03:00:00,44.90,94.98,85.29,70.61,70.61,106.7,25.3,66.0
2024-11-23 04:00:00,49.50,81.20,67.00,64.75,64.75,135.2,34.6,84.9
2024-11-23 05:00:00,49.80,64.12,57.00,58.24,58.24,112.5,26.7,69.6
2024-11-23 06:00:00,41.59,74.29,70.85,57.34,57.34,220.4,73.1,146.8
2024-11-23 07:00:00,47.97,89.71,79.64,72.02,72.02,194.5,37.0,115.8
2024-11-23 08:00:00,65.70,90.70,90.00,79.91,79.91,174.2,33.0,103.6
